y	yend	x	xend	key	showSelected1	PANEL
3	3	-3.36860597371868	-3.31718214876284	same	dim.CN.combine.sites GL	1
1	1	-3.4301148485101	-3.33004709362824	all	dim.CN.combine.sites MC	1
5	5	-3.37306731291286	-3.3018844759172	other	dim.CN.combine.sites MC	1
3	3	-3.43991381781824	-3.3204321092659	same	dim.CN.combine.sites MC	1
1	1	-3.34855381687971	-3.25891800023073	all	dim.CN.combine.sites PJ	1
5	5	-3.32507287640505	-3.23278578896815	other	dim.CN.combine.sites PJ	1
3	3	-3.31288592161389	-3.22769079686272	same	dim.CN.combine.sites PJ	1
1	1	-3.26977151217871	-3.20551210393643	all	dim.CN.combine.sites PP	1
5	5	-3.22883257127599	-3.18628691555713	other	dim.CN.combine.sites PP	1
3	3	-3.24103322004575	-3.16490292894703	same	dim.CN.combine.sites PP	1
1	1	-3.50595747980815	-3.4261501567229	all	dim.compare.sites GL	1
5	5	-3.48403632065809	-3.40492493681973	other	dim.compare.sites GL	1
3	3	-3.49733582925634	-3.42122915693148	same	dim.compare.sites GL	1
1	1	-3.50676915586062	-3.46296371220128	all	dim.compare.sites MC	1
5	5	-3.45003341732719	-3.40301715637202	other	dim.compare.sites MC	1
3	3	-3.5161028854216	-3.47486147220895	same	dim.compare.sites MC	1
1	1	-3.4569025416135	-3.36956376047198	all	dim.compare.sites PJ	1
5	5	-3.43601146987411	-3.34901319726417	other	dim.compare.sites PJ	1
3	3	-3.4578770350379	-3.36595600363579	same	dim.compare.sites PJ	1
1	1	-3.26819011122241	-3.1848087315551	all	dim.compare.sites PP	1
5	5	-3.22345765926379	-3.13924811985939	other	dim.compare.sites PP	1
3	3	-3.28005899661667	-3.20439623730035	same	dim.compare.sites PP	1
1	1	-3.45202616878507	-3.41823151753645	all	dim.compare.treatments C	1
5	5	-3.4266718669329	-3.3916680057446	other	dim.compare.treatments C	1
3	3	-3.44975122751803	-3.40931358867758	same	dim.compare.treatments C	1
1	1	-3.32442645730511	-3.2818090017733	all	dim.compare.treatments CN	1
5	5	-3.23516542572545	-3.19067753054181	other	dim.compare.treatments CN	1
3	3	-3.34892689793755	-3.30546435935747	same	dim.compare.treatments CN	1
1	1	-3.48066096145746	-3.41205010826042	all	dim.compare.treatments control	1
5	5	-3.44512232721594	-3.38018953022396	other	dim.compare.treatments control	1
3	3	-3.55666318146337	-3.44958104740044	same	dim.compare.treatments control	1
1	1	0	0.212331690929906	all	control.vs.carbon.additions C	2
1	1	0.0713433163683088	0.236554750921105	all	control.vs.carbon.additions CN	2
1	1	0.362667162386993	0.658038145155171	all	control.vs.carbon.additions control	2
1	1	0.532880303043212	0.600745470832214	all	controls.between.experiments dim	2
1	1	0.112985185765787	0.387784456246457	all	controls.between.experiments qme	2
1	1	0	0.863040161278746	all	controls.between.sites GL	2
1	1	0	0.683260893064207	all	controls.between.sites MC	2
1	1	0	0.696981407274949	all	controls.between.sites PJ	2
1	1	0.0688822048200466	0.586238929514375	all	controls.between.sites PP	2
1	1	0.67486108162694	0.801862133880547	all	controls.between.sites glacier_forefield	2
1	1	0.649384284967265	0.774206654385319	all	controls.between.sites litchfield_island	2
1	1	0	0.368560741271732	all	dim.C.between.sites GL	2
1	1	0.188698140957403	0.489631543344029	all	dim.C.between.sites MC	2
1	1	0	0.323868920966015	all	dim.C.between.sites PJ	2
1	1	0.134717027732824	0.491499858382652	all	dim.C.between.sites PP	2
1	1	0	0.158880787507631	all	dim.CN.combine.sites GL	2
1	1	0.027974676315886	0.313654013034755	all	dim.CN.combine.sites MC	2
1	1	0	0.205987901023709	all	dim.CN.combine.sites PJ	2
1	1	0	0.178387502860665	all	dim.CN.combine.sites PP	2
1	1	0	0.255667550963821	all	dim.compare.sites GL	2
1	1	0.04236950259543	0.241219795684925	all	dim.compare.sites MC	2
1	1	0.002848926014055	0.258183358652512	all	dim.compare.sites PJ	2
1	1	0.045587358120058	0.365847996686692	all	dim.compare.sites PP	2
1	1	0	0.16417043784234	all	dim.compare.treatments C	2
1	1	0.0709929737464035	0.194482177352879	all	dim.compare.treatments CN	2
1	1	0.384334184106188	0.731291105657502	all	dim.compare.treatments control	2
3	3	0.0282172586173578	0.231368712904982	same	control.vs.carbon.additions C	2
3	3	0	0.144819016055455	same	control.vs.carbon.additions CN	2
3	3	0	0.28737779513038	same	control.vs.carbon.additions control	2
3	3	0	0.12974732447202	same	controls.between.experiments dim	2
3	3	0	0.244646074598571	same	controls.between.experiments qme	2
3	3	0.365713121785458	0.922598574638662	same	controls.between.sites GL	2
3	3	0.0329415409385585	0.734404183393637	same	controls.between.sites MC	2
3	3	0.102555584914633	0.793688602779735	same	controls.between.sites PJ	2
3	3	0	0.540969665391834	same	controls.between.sites PP	2
3	3	0	0.112137610857333	same	controls.between.sites glacier_forefield	2
3	3	0	0.168528007800285	same	controls.between.sites litchfield_island	2
3	3	0.153451891497819	0.453234818976929	same	dim.C.between.sites GL	2
3	3	0	0.369741258445913	same	dim.C.between.sites MC	2
3	3	0.0184810129329969	0.405509758671998	same	dim.C.between.sites PJ	2
3	3	0	0.301141635155725	same	dim.C.between.sites PP	2
3	3	0.110844766336193	0.238592558229353	same	dim.CN.combine.sites GL	2
3	3	0	0.341103438261081	same	dim.CN.combine.sites MC	2
3	3	0.081966731094898	0.277749684617493	same	dim.CN.combine.sites PJ	2
3	3	0.0797790130707311	0.291120712171864	same	dim.CN.combine.sites PP	2
3	3	0.0276199751680879	0.271432269241887	same	dim.compare.sites GL	2
3	3	0	0.187211141348886	same	dim.compare.sites MC	2
3	3	0	0.268730615355955	same	dim.compare.sites PJ	2
3	3	0	0.290614088073844	same	dim.compare.sites PP	2
3	3	0.011051396894957	0.207492686521139	same	dim.compare.treatments C	2
3	3	0	0.125937933388931	same	dim.compare.treatments CN	2
3	3	0	0.541501611719097	same	dim.compare.treatments control	2
5	5	0.118199852106348	0.352220211657728	other	control.vs.carbon.additions C	2
5	5	0.305081103037912	0.481265792889276	other	control.vs.carbon.additions CN	2
5	5	0.763987788501153	1	other	control.vs.carbon.additions control	2
5	5	0.935449269055752	1	other	controls.between.experiments dim	2
5	5	0.767318928893138	0.991750974528283	other	controls.between.experiments qme	2
5	5	0.0833049775022357	0.897483487752582	other	controls.between.sites GL	2
5	5	0.124928231347747	0.811390487462744	other	controls.between.sites MC	2
5	5	0.107558025257956	0.756179004761326	other	controls.between.sites PJ	2
5	5	0.314533720000115	0.862030700206265	other	controls.between.sites PP	2
5	5	0.853747453003374	1	other	controls.between.sites glacier_forefield	2
5	5	0.836290833124313	0.974249471868082	other	controls.between.sites litchfield_island	2
5	5	0.0157120274605429	0.419973921053612	other	dim.C.between.sites GL	2
5	5	0.588325199587869	0.846461483130837	other	dim.C.between.sites MC	2
5	5	0.0853900537688812	0.396332551226752	other	dim.C.between.sites PJ	2
5	5	0.409458671940224	0.749284921652367	other	dim.C.between.sites PP	2
5	5	0.0517119962303774	0.207153546277848	other	dim.CN.combine.sites GL	2
5	5	0.190837350212256	0.394054317383106	other	dim.CN.combine.sites MC	2
5	5	0.0539604571393384	0.266041120242612	other	dim.CN.combine.sites PJ	2
5	5	0.113648656860674	0.23175763870253	other	dim.CN.combine.sites PP	2
5	5	0.0702257494364996	0.32366381724023	other	dim.compare.sites GL	2
5	5	0.299915535544128	0.513341002561734	other	dim.compare.sites MC	2
5	5	0.0639238560745488	0.318262813946993	other	dim.compare.sites PJ	2
5	5	0.217400821582502	0.54084234978292	other	dim.compare.sites PP	2
5	5	0.123168213976685	0.293212851371452	other	dim.compare.treatments C	2
5	5	0.329637549432965	0.458546576914799	other	dim.compare.treatments CN	2
5	5	0.56404882921	0.892406258133884	other	dim.compare.treatments control	2
1	1	-3.29956289751369	-3.24006217371229	all	control.vs.carbon.additions C	3
5	5	-3.29948895170707	-3.23967461935251	other	control.vs.carbon.additions C	3
3	3	-3.29937292296016	-3.24047999803277	same	control.vs.carbon.additions C	3
1	1	-3.05454042478049	-2.9934931970529	all	control.vs.carbon.additions CN	3
5	5	-3.04632912857444	-2.98437051927696	other	control.vs.carbon.additions CN	3
3	3	-3.05943717530639	-3.00230728111178	same	control.vs.carbon.additions CN	3
1	1	-3.45677637345908	-3.40987694042166	all	control.vs.carbon.additions control	3
5	5	-3.42593200641494	-3.38207517592024	other	control.vs.carbon.additions control	3
3	3	-3.49304176177006	-3.44041656645387	same	control.vs.carbon.additions control	3
1	1	-3.11797154916227	-3.08778673646213	all	controls.between.experiments dim	3
5	5	-2.77106162563895	-2.74953919325394	other	controls.between.experiments dim	3
3	3	-3.63605995329751	-3.51141324455289	same	controls.between.experiments dim	3
1	1	-2.77680710729521	-2.63869038322532	all	controls.between.experiments qme	3
5	5	-2.55446508994017	-2.43962060737295	other	controls.between.experiments qme	3
3	3	-2.8223485062378	-2.70266473631452	same	controls.between.experiments qme	3
1	1	-3.63716069223462	-3.54114133240617	all	controls.between.sites GL	3
5	5	-3.63711954893125	-3.54107292687079	other	controls.between.sites GL	3
3	3	-3.63712442798173	-3.54126452798594	same	controls.between.sites GL	3
1	1	-3.63082134165395	-3.51545146861223	all	controls.between.sites MC	3
5	5	-3.63093461990193	-3.51531190578398	other	controls.between.sites MC	3
3	3	-3.63002544056743	-3.51594300686416	same	controls.between.sites MC	3
1	1	-3.65303145151737	-3.45861495420009	all	controls.between.sites PJ	3
5	5	-3.65229016491525	-3.45879709185311	other	controls.between.sites PJ	3
3	3	-3.65484667762384	-3.45761049511721	same	controls.between.sites PJ	3
1	1	-3.29856718387963	-3.16868952458323	all	controls.between.sites PP	3
5	5	-3.28266773307327	-3.15294103587213	other	controls.between.sites PP	3
3	3	-3.31388425770508	-3.19284240399561	same	controls.between.sites PP	3
1	1	-3.82579291488606	-3.75803966332343	all	controls.between.sites glacier_forefield	3
5	5	-3.79140934236692	-3.72558272056064	other	controls.between.sites glacier_forefield	3
3	3	-4.64126868694497	-4.52190414626941	same	controls.between.sites glacier_forefield	3
1	1	-3.81216512778871	-3.7609034734091	all	controls.between.sites litchfield_island	3
5	5	-3.76582711471511	-3.71699026109589	other	controls.between.sites litchfield_island	3
3	3	-4.62642895767086	-4.45568044863616	same	controls.between.sites litchfield_island	3
1	1	-3.40845130515552	-3.28346992395935	all	dim.C.between.sites GL	3
5	5	-3.40733186679696	-3.28325947092302	other	dim.C.between.sites GL	3
3	3	-3.4112973209026	-3.28286694816669	same	dim.C.between.sites GL	3
1	1	-3.53909739232654	-3.43093899327093	all	dim.C.between.sites MC	3
5	5	-3.49027740423402	-3.39378201444388	other	dim.C.between.sites MC	3
3	3	-3.58639073577776	-3.46280615978474	same	dim.C.between.sites MC	3
1	1	-3.34317409974008	-3.18990343265103	all	dim.C.between.sites PJ	3
5	5	-3.34084647475408	-3.18914410356876	other	dim.C.between.sites PJ	3
3	3	-3.34858697670355	-3.18982475843583	same	dim.C.between.sites PJ	3
1	1	-3.11534451219557	-3.01293447224444	all	dim.C.between.sites PP	3
5	5	-3.08241750339975	-2.98134643318095	other	dim.C.between.sites PP	3
3	3	-3.15325317607027	-3.06288889234595	same	dim.C.between.sites PP	3
1	1	-3.11827468195539	-3.01136657662436	all	dim.CN.combine.sites GL	3
5	5	-3.11539521983636	-3.01068383340698	other	dim.CN.combine.sites GL	3
3	3	-3.12319261103057	-3.01073308968762	same	dim.CN.combine.sites GL	3
1	1	-3.19342962921576	-3.09128032380625	all	dim.CN.combine.sites MC	3
5	5	-3.19030682312992	-3.08963382896369	other	dim.CN.combine.sites MC	3
3	3	-3.19745982006064	-3.09224364417936	same	dim.CN.combine.sites MC	3
1	1	-2.99821161133229	-2.91356550840548	all	dim.CN.combine.sites PJ	3
5	5	-2.99833016957166	-2.91340293567012	other	dim.CN.combine.sites PJ	3
3	3	-2.99765965123403	-2.91404229041586	same	dim.CN.combine.sites PJ	3
1	1	-2.99403143709951	-2.91533730070319	all	dim.CN.combine.sites PP	3
5	5	-2.98930661818485	-2.90954780137049	other	dim.CN.combine.sites PP	3
3	3	-2.9995127003567	-2.92712356522827	same	dim.CN.combine.sites PP	3
1	1	-3.28764901006844	-3.19431756019415	all	dim.compare.sites GL	3
5	5	-3.28610994486546	-3.1938047534086	other	dim.compare.sites GL	3
3	3	-3.29077481047492	-3.19416252036685	same	dim.compare.sites GL	3
1	1	-3.36530646275694	-3.3023830042609	all	dim.compare.sites MC	3
5	5	-3.35649498232614	-3.29580930184801	other	dim.compare.sites MC	3
3	3	-3.3760922256653	-3.30844023308236	same	dim.compare.sites MC	3
1	1	-3.23655173172534	-3.1163872992943	all	dim.compare.sites PJ	3
5	5	-3.23519731319901	-3.11614244842984	other	dim.compare.sites PJ	3
3	3	-3.23952264671506	-3.11582061813	same	dim.compare.sites PJ	3
1	1	-3.09959661960229	-3.03319355202548	all	dim.compare.sites PP	3
5	5	-3.08667918690667	-3.01970424293697	other	dim.compare.sites PP	3
3	3	-3.11400367541701	-3.05420030148724	same	dim.compare.sites PP	3
1	1	-3.29298888214947	-3.24621220963163	all	dim.compare.treatments C	3
5	5	-3.2929791751573	-3.24622939797861	other	dim.compare.treatments C	3
3	3	-3.29299795151345	-3.24617515387165	same	dim.compare.treatments C	3
1	1	-3.03886586825661	-3.01114353482608	all	dim.compare.treatments CN	3
5	5	-3.03229072076375	-3.00381611669375	other	dim.compare.treatments CN	3
3	3	-3.04311199947567	-3.01737765444693	same	dim.compare.treatments CN	3
1	1	-3.47111249661768	-3.37379143638796	all	dim.compare.treatments control	3
5	5	-3.44989950653803	-3.35891282994921	other	dim.compare.treatments control	3
3	3	-3.50144685491105	-3.38964170195857	same	dim.compare.treatments control	3
1	1	0.726031523207209	0.998227070791064	all	control.vs.carbon.additions C	4
1	1	0.810312773084385	0.975339065416375	all	control.vs.carbon.additions CN	4
1	1	0.538992987151972	0.789356014278123	all	control.vs.carbon.additions control	4
1	1	0.60218656925367	0.634100926455489	all	controls.between.experiments dim	4
1	1	0.343975011838984	0.612692835042693	all	controls.between.experiments qme	4
1	1	0.421918780940745	0.999588460038234	all	controls.between.sites GL	4
1	1	0.340593038977167	0.999203279803451	all	controls.between.sites MC	4
1	1	0.230556569636847	0.996045079009811	all	controls.between.sites PJ	4
1	1	0.315592137821912	0.925985891690651	all	controls.between.sites PP	4
1	1	0.722938776339445	0.78004711916384	all	controls.between.sites glacier_forefield	4
1	1	0.898626690907321	0.953226857049906	all	controls.between.sites litchfield_island	4
1	1	0.629320767180218	0.998220235309617	all	dim.C.between.sites GL	4
1	1	0.48873374948993	0.869269794277891	all	dim.C.between.sites MC	4
1	1	0.563021757883105	0.997845807337494	all	dim.C.between.sites PJ	4
1	1	0.573333675566738	0.899419807937648	all	dim.C.between.sites PP	4
1	1	0.732721295201702	0.998303919661283	all	dim.CN.combine.sites GL	4
1	1	0.70367761917689	0.995299489280137	all	dim.CN.combine.sites MC	4
1	1	0.805105127153998	0.99962639915859	all	dim.CN.combine.sites PJ	4
1	1	0.765468976099692	0.983928044826055	all	dim.CN.combine.sites PP	4
1	1	0.699364289582664	0.998357192674686	all	dim.compare.sites GL	4
1	1	0.684524806480769	0.970159355954666	all	dim.compare.sites MC	4
1	1	0.64704327231539	0.998343310821595	all	dim.compare.sites PJ	4
1	1	0.693140318983371	0.948188735185882	all	dim.compare.sites PP	4
1	1	0.77258441840811	0.999819987479775	all	dim.compare.treatments C	4
1	1	0.898439128918137	0.978767924589541	all	dim.compare.treatments CN	4
1	1	0.432619634759877	0.924760657440922	all	dim.compare.treatments control	4
3	3	0.726900592091091	0.996315666820837	same	control.vs.carbon.additions C	4
3	3	0.797075602227575	0.951512338688835	same	control.vs.carbon.additions CN	4
3	3	0.345397631954412	0.626326469451358	same	control.vs.carbon.additions control	4
3	3	0.0544124765020947	0.186201254733906	same	controls.between.experiments dim	4
3	3	0.255370350296968	0.488225294860549	same	controls.between.experiments qme	4
3	3	0.422136953186059	0.998847293348918	same	controls.between.sites GL	4
3	3	0.34513658741355	0.996397242855133	same	controls.between.sites MC	4
3	3	0.223409363789632	1	same	controls.between.sites PJ	4
3	3	0.243605575689124	0.812473168939641	same	controls.between.sites PP	4
3	3	0.0355847544785006	0.136195587947877	same	controls.between.sites glacier_forefield	4
3	3	0.0313323959118969	0.213201223102957	same	controls.between.sites litchfield_island	4
3	3	0.620920366373805	1	same	dim.C.between.sites GL	4
3	3	0.322340551930951	0.75715085012144	same	dim.C.between.sites MC	4
3	3	0.547665596621751	0.998069003605181	same	dim.C.between.sites PJ	4
3	3	0.452627838598505	0.740358805193123	same	dim.C.between.sites PP	4
3	3	0.720504106367913	0.999877636852301	same	dim.CN.combine.sites GL	4
3	3	0.692171992326619	0.99254934538451	same	dim.CN.combine.sites MC	4
3	3	0.80637356098257	0.998530728597023	same	dim.CN.combine.sites PJ	4
3	3	0.750252700511138	0.951208753531663	same	dim.CN.combine.sites PP	4
3	3	0.689350600314148	0.998853872069681	same	dim.compare.sites GL	4
3	3	0.635563948277843	0.942663190504907	same	dim.compare.sites MC	4
3	3	0.638357819147807	1	same	dim.compare.sites PJ	4
3	3	0.637804068689887	0.867503634703325	same	dim.compare.sites PP	4
3	3	0.772540360505406	1	same	dim.compare.treatments C	4
3	3	0.886135452968755	0.96070381312253	same	dim.compare.treatments CN	4
3	3	0.279222393940295	0.844607750256464	same	dim.compare.treatments control	4
5	5	0.7263698000892	1	other	control.vs.carbon.additions C	4
5	5	0.832510009856058	1	other	control.vs.carbon.additions CN	4
5	5	0.703649329517522	0.937770045519591	other	control.vs.carbon.additions control	4
5	5	0.968973911158539	0.991729546643544	other	controls.between.experiments dim	4
5	5	0.776560300208088	1	other	controls.between.experiments qme	4
5	5	0.422166306428277	1	other	controls.between.sites GL	4
5	5	0.339946369164552	1	other	controls.between.sites MC	4
5	5	0.23347528478654	0.995327936779431	other	controls.between.sites PJ	4
5	5	0.390315731661859	1	other	controls.between.sites PP	4
5	5	0.751920246625566	0.807404658050599	other	controls.between.sites glacier_forefield	4
5	5	0.947982554333026	1	other	controls.between.sites litchfield_island	4
5	5	0.632624941058939	0.998841415940105	other	dim.C.between.sites GL	4
5	5	0.660498174051839	1	other	dim.C.between.sites MC	4
5	5	0.569625156571497	1	other	dim.C.between.sites PJ	4
5	5	0.678177311541232	1	other	dim.C.between.sites PP	4
5	5	0.739874495646468	1	other	dim.CN.combine.sites GL	4
5	5	0.712592790426199	1	other	dim.CN.combine.sites MC	4
5	5	0.80483267397858	1	other	dim.CN.combine.sites PJ	4
5	5	0.778585322339237	1	other	dim.CN.combine.sites PP	4
5	5	0.704294777362566	1	other	dim.compare.sites GL	4
5	5	0.724523613018201	1	other	dim.compare.sites MC	4
5	5	0.651002907215898	0.999059130938842	other	dim.compare.sites PJ	4
5	5	0.742755056233401	1	other	dim.compare.sites PP	4
5	5	0.772631573833429	0.999736488513369	other	dim.compare.treatments C	4
5	5	0.917491409664524	1	other	dim.compare.treatments CN	4
5	5	0.539891201749388	1	other	dim.compare.treatments control	4
